"img-fit-cover src","entity_localized_name","anime_tag","anime_tag 2","anime_tag 3","anime_summary","anime_story","steam-site-name","steam-site-name 2","steam-site-name 3","steam-site-name 4","steam-site-name 5","scormem-item","scormem-item 2","image_path"
"https://static.acgsecrets.hk/img/9f/9f6ef0059a5301b5b900463e59831674/b4683f2299a67c27c7d2f40a8610fc847c8f9acdc7c9e1729b1c680ffa06317f.jpg","前橋魔女","音樂","","","其他名稱：Maebashi Witches、前桥魔女","群馬縣前橋市。  高中一年級生・赤城ユイナ，那「就普通嘛」的乏味日常——「那你就試試看當魔女吧」——隨著謎之青蛙ケロッペ的登場，一切瞬間改變！  房間裡的衣櫥，竟通往不可思議的空間⋯⋯","巴哈姆特動畫瘋","Ani-One YouTube","巴哈姆特動畫瘋","Ani-One YouTube","Bilibili","7.01","12K","anime_data/images/前橋魔女.jpg"
"https://static.acgsecrets.hk/img/c7/c7b14d6fcff75404bd9b289981686cd3/e0343317dc0f35435ca9de4282c43a95fbf4f70a5b8e515da3a3286e638d13bd.jpg","不會拿捏距離的阿波連同學 第二季","喜劇","校園","","其他名稱：阿波連さんははかれない 第2期、測不准的阿波連同學 第二季、Aharen-san wa Hakarenai 2nd Season、Aharen Is Indecipherable Season 2、Aharen is Unmeasureable Season 2、测不准的阿波连同学 第二季、不会拿捏距离的阿波连同学 第二季","阿波連玲奈同學是個「個子嬌小」又「文靜」的人。某個暖和的日子，阿波連同學在學校裡玩捉迷藏。當鬼的是成為她男朋友的來堂同學，但來堂同學卻找不到躲起來的人。他始終不放棄，持續喊著的話語是…！？被轉學生「擄走」，逛服飾店卻成了「模特兒」，阿波連同學讓人無法預測。","Bilibili","Bilibili","Bilibili","","","7.48","78K","anime_data/images/不會拿捏距離的阿波連同學 第二季.jpg"
"https://static.acgsecrets.hk/img/a8/a83b32c83a1351bb0d470a12c076a7e9/43062c3dcafbfe183b414e00b021ecd28bc8e0acf9cd9b3e0bc9c16f9eaf7971.jpg","戰隊大失格 第二季","動作","奇幻","科幻","其他名稱：戦隊大失格 2nd season、Sentai Daishikkaku 2nd Season、Go! Go! Loser Ranger! Season 2、战队大失格 第二季","由於怪人幹部佩魯特羅拉的介入，雖然使Ｄ陷入情緒消化不良狀態但也依舊成功地討伐了藍色守望者＆奪取到藍色神具。他在順利通過塔之巢的測驗後也達成了晉升為正式隊員的目標！Ｄ與同屆的薄久保一同被分發到的是專門在背地裡討伐怪人的「綠色部隊」。下一個要擊敗的目標是綠色守望者＆潛藏在城鎮裡的新怪人幹部！","Disney＋","Disney＋","Bilibili","","","7.09","73K","anime_data/images/戰隊大失格 第二季.jpg"
"https://static.acgsecrets.hk/img/5a/5aa4eee02d47a409625659ffa3ae8da8/1b2a55abc971dd4fb96b7093907eb0e6c8a8bc385a2b57fa7d26930dccbdcc11.jpg","我的英雄學院-ILLEGALS Vigilante-","動作","超能力","","其他名稱：正義使者: 我的英雄學院之非法英雄、Vigilante -Boku no Hero Academia ILLEGALS-、My Hero Academia: Vigilantes、正义使者 - 我的英雄学院之非法英雄 -、正义使者: 我的英雄学院之非法英雄、我的英雄学院-ILLEGALS Vigilante-","灰迴航一是一名對成為英雄懷抱憧憬但已放棄夢想的不起眼大學生，秘密嗜好是打扮成歐爾麥特的模樣在街頭遊蕩，假裝自己是職業英雄來幫助他人。直到他遇見了兩個人：一位自稱為偶像的「POP☆STEP」，以及一位神秘的蒙面男子「手指虎」，自稱為「專門對付垃圾的清道夫」。航一因此被捲入了「義警」的活動。這群以非法手段拯救人們的傢伙，是擾亂秩序的犯罪者，還是秉持正義的自警團呢？「非法英雄」的故事，就此拉開序幕！","巴哈姆特動畫瘋","Ani-One YouTube","viu.com","巴哈姆特動畫瘋","Ani-One YouTube","7.61","142K","anime_data/images/我的英雄學院-ILLEGALS Vigilante-.jpg"
"https://static.acgsecrets.hk/img/0c/0cf43a9d5ca56a9d587d06c6d2f1d1b3/636c0bc9f6c6dfa18b2cc437740155efbf3c2751f52183f8b383a6a2d32636c2.jpg","陽光馬達棒球場！","喜劇","科幻","","其他名稱：來到棒球場捕捉我吧！、在球場抓住他！、Ballpark de Tsukamaete!、The Catcher in the Ballpark!、阳光马达棒球场！、来到棒球场捕捉我吧！、在球场抓住他！","「小哥，你喜歡我這種類型嗎~？」有一天在球場裡，被一位辣妹風格的啤酒銷售員纏上了！？  但其實這個女孩是個超級青澀的純情少女……♡  故事的舞台在某座職業棒球的球場！  每天都有人們在這裡聚集、工作、互相歡笑，各種人性戲碼在此誕生， 彷彿就像一座「城鎮」一般！那麼，你也要成為這座球場的「居民」嗎！？  獻給所有與職業棒球相關的人們，這是一部充滿笑與淚的球場愛情喜劇♪","Crunchyroll","Crunchyroll","","","","7.14","40K","anime_data/images/陽光馬達棒球場！.jpg"
"https://static.acgsecrets.hk/img/01/01f4f19ac1b08516c0b44704a21a5347/cfd7909da0b205f70e693f0f1b1105c7b3518591c99df2678d84b912400299d5.jpg","小市民系列 第二期","神秘","","","其他名稱：Shoushimin Series 2nd Season、SHOSHIMIN: How to become Ordinary Season 2","船戶高中校刊社的高一社員瓜野認為校內報紙應該積極報導校外的新聞，這個期望卻一再遭到堂島社長反對。某一天，另一個社員的小提案突然為他帶來了轉機。瓜野躍躍欲試地找尋報導題材時，發現木良市最近頻繁發生的縱火案之間有著共通點……我要寫出令所有人震驚的報導，讓女友看見我的優點。讓我的女友小佐內由紀看見！描寫了瓜野追蹤縱火狂的足跡將近一年的過程，以及仍然無法放棄推理的小鳩的小市民（？）日常生活，小鳩和小佐內同學的再會將在何時呢？","巴哈姆特動畫瘋","Ani-One YouTube","愛奇藝","巴哈姆特動畫瘋","Ani-One YouTube","8.06","48K","anime_data/images/小市民系列 第二期.jpg"
"https://static.acgsecrets.hk/img/a0/a06515baa92c7b6b3ca5ddf6d7d6747f/0a7dec4bb98047f41bd4a5e107b2ba058c27c731ddcb0125bfc87ca2a0ebbddb.jpg","拜託請穿上，鷹峰同學","喜劇","家長指引","浪漫","其他名稱：鷹峰同學請穿上衣服、鷹峰同學不想穿、請穿上內衣吧，鷹峰同學、Haite Kudasai, Takamine-san、Please Put Them On, Takamine-san、Please Put These On, Takamine-san、拜托请穿上，鹰峰同学、鹰峰同学请穿上衣服、鹰峰同学不想穿、请穿上内衣吧，鹰峰同学","校園女神鷹峰和一點都不起眼的白田雖然從小同校，但從來沒有什麼交流可言。某日，白田在陰錯陽差下目睹了鷹峰的更衣現場，更進一步發現她竟然擁有透過脫下內褲來穿越時空改變因果的超能力…！而為了讓自己能夠隨心所欲的使用這個能力，被鷹峰使詐陷害的白田逼不得已，只能選擇成為她的衣櫃…！","Crunchyroll","Crunchyroll","","","","6.22","113K","anime_data/images/拜託請穿上，鷹峰同學.jpg"
"https://static.acgsecrets.hk/img/f9/f9296af6e85d8614d898b212fd231507/d9db002b24ac22bfa55649e595c42185be60ac9f90fe79a1620cc527908215cd.jpg","快藏好！瑪奇娜同學！！","喜劇","家長指引","浪漫","其他名稱：かくして！マキナさん!!、Kakushite! Makina-san!!、快藏好！玛奇娜同学！ ！","","巴哈姆特動畫瘋","","","","","5.52","48K","anime_data/images/快藏好！瑪奇娜同學！！.jpg"
"https://static.acgsecrets.hk/img/43/430d8ae1e55ad30486e1c5dbb6c8afcb/fb3419de9b567dbdb1138e6a2d87f314db5f9cf6ae8e06eb9dbeb4b7242408e4.jpg","愛有點沉重的暗黑精靈從異世界緊追不放","喜劇","家長指引","奇幻","其他名稱：愛有些沉重的黑暗精靈從異世界追過來了、Chotto dake Ai ga Omoi Dark Elf ga Isekai kara Oikaketekita、Yandere Dark Elf: She Chased Me All the Way From Another World!、A Dark Elf with a Slightly Overwhelming Love Chased Me All the Way from Another World、爱有点沉重的暗黑精灵从异世界紧追不放、爱有些沉重的黑暗精灵从异世界追过来了","轉生至異世界，獲得神力成為勇者的高中生‧春原日向，和以黑暗精靈瑪莉亞貝爾為首的可靠夥伴們，一起成功討伐魔王！在之後因為實現了神明的願望，而順利回歸到原本的世界－－。在這之後過了1個月，只希望能與心愛的日向共結連理的瑪莉亞貝爾從異世界前來現世！因為有一～～點點沉重的愛情和一小匙左右的嫉妒心，所以有事沒事就會（在許多不同層面上）襲擊日向的貝爾，在無可奈何之下展開的同居生活，可說是非常刺激又十分破天荒－－？","巴哈姆特動畫瘋","巴哈姆特動畫瘋","","","","5.52","37K","anime_data/images/愛有點沉重的暗黑精靈從異世界緊追不放.jpg"
"https://static.acgsecrets.hk/img/b2/b2b45ae721756ca572dad753dfbfca9e/6834cdebcb00400ce71cf1b36ebe43ebc39cc2d082104b3309cf407837446db9.jpg","外星人姆姆","喜劇","科幻","","其他名稱：Uchuujin Muumuu、Me and the Alien MuuMuu","從遙遠的宇宙來到地球的貓型外星人ムームー。  牠的目的，是為了奪回牠的種族所失去的科技，要在地球學習家電技術。  主角・桜子那平凡無奇的大學生活，因ムームー的出現而徹底改變！  意想不到的同居生活就此展開，桜子也捲入了一連串接踵而至的騷動。  與ムームー之間激盪出的化學反應引發的，超級壯觀×家電百態×喵咪喜劇。","巴哈姆特動畫瘋","巴哈姆特動畫瘋","","","","6.82","11K","anime_data/images/外星人姆姆.jpg"
"https://static.acgsecrets.hk/img/c4/c44d4b6eeda62d7678835e63ea557a9a/a08c8eb1a99d9d695e74ee44eb29bb0c538026f5b09120adf1c84d21bccc6fe2.jpg","神統記","動作","冒險","奇幻","其他名稱：Teogonia、神统记","戰亂時代。灰猿人族、豬人等亞人種不斷侵略人族的領土。ラグ村的少年・カイ為了守護村莊，日復一日地奮力作戰。但在在擁有強大力量、被稱作「加護持有者」的壓迫下，嚴酷的戰事使同伴們相繼倒下。正當此時，カイ突然回想起自己原本不可能擁有的「不可思議記憶」——那是關於一個較此世界更為先進的文明技術與人們生活方式的知識。然後，原本只是普通村民的カイ，漸漸被捲入一場巨大的試煉之中……。在這殘酷的世界裡，描繪少年孤身奮鬥與成長的宏大奇幻物語，自此揭開序幕。","巴哈姆特動畫瘋","巴哈姆特動畫瘋","","","","6.91","34K","anime_data/images/神統記.jpg"
"https://static.acgsecrets.hk/img/1b/1bdfa12122e59560be12d5c0eaa94418/1d5a4663c260b72223e95d749da08ace52be603ce6944ca19d5363135de6a781.jpg","黑執事 綠之魔女篇","動作","奇幻","歷史","其他名稱：Kuroshitsuji -Midori no Majo-hen-、Black Butler -Emerald Witch Arc-、黑执事 绿之魔女篇","","巴哈姆特動畫瘋","Netflix","巴哈姆特動畫瘋","Netflix","","8.18","62K","anime_data/images/黑執事 綠之魔女篇.jpg"
"https://static.acgsecrets.hk/img/1c/1cc6868dc2de708c9fbcd591b2ce54ce/233ab9485f9dcf36f16b850472d887799005d7ce2cda6a21f099418cf8756ab4.jpg","安妮·雪莉","戲劇","","","其他名稱：安妮・雪利、安妮·雪麗、Anne Shirley、Anne of Green Gables、安妮・雪丽","在加拿大美麗的小島──愛德華王子島。孤兒安妮·雪莉因一次陰錯陽差，被居住在綠山牆的卡斯伯特兄妹瑪莉拉與馬修收養。  兩人雖然起初困惑不已，但在安妮豐富的想像力薰陶下，他們之間作為家人的羈絆也日益深厚。  她遇上了始終被視為對手的吉爾伯特·布萊斯，以及成為知心好友的黛安娜·芭莉。在與同學、老師以及村裡居民的互動之中，少女安妮亦在逐漸成長。","巴哈姆特動畫瘋","Ani-One YouTube","巴哈姆特動畫瘋","Ani-One YouTube","","7.76","46K","anime_data/images/安妮·雪莉.jpg"
"https://static.acgsecrets.hk/img/f7/f7dd67f63ebe62eb1068973cbcec4012/ba5e025f7ee5c301f3b7b7e325a7013bc63142b1de7ac927348bd000118bd3e9.jpg","中禪寺老師妖怪講義錄 解謎就交給老師。","神秘","超自然","","其他名稱：中禅寺先生物怪講義録 先生が謎を解いてしまうから。、Chuuzenji-sensei Mononoke Kougiroku: Sensei ga Nazo wo Hodoite Shimau kara.、The Mononoke Lecture Logs of Chuzenji-sensei: He Just Solves All the Mysteries、中禅寺老师妖怪讲义录 解谜就交给老师。","第二次世界大戰剛結束之後的東京，美戶川高中來了一位名叫中禪寺秋彥的的國語老師。這位老師總是板著臉，而且不想跟學生親近，因此在學校裡，稍微造成話題。某一天，學校出現了所謂的「圖書室的幽靈」，在看到這個幽靈的同學，嚇得不敢上學的時候，一位名叫日下部栞奈的女同學得知原來這個「幽靈」就是中禪寺老師，兩人就因此這樣認識了。而因為中禪寺具有優秀的推理能力，因此當栞奈遇到不可思議的事情時，都會來找中禪寺幫忙…","巴哈姆特動畫瘋","Ani-One YouTube","巴哈姆特動畫瘋","Ani-One YouTube","","6.51","15K","anime_data/images/中禪寺老師妖怪講義錄 解謎就交給老師。.jpg"
"https://static.acgsecrets.hk/img/b3/b3b14770e9316eb8ad3eb4998b9375cd/8ebface12f2d8dc447ed6c91767f8b666bd7b0838dc5f9ea2a1faa91996bbee4.jpg","聖騎士之戰 奮戰：DUAL RULERS","動作","","","其他名稱：ギルティギア ストライヴ：デュアル ルーラーズ、GUILTY GEAR STRIVE: DUAL RULERS、Guilty Gear Strive: Dual Rulers、圣骑士之战 奋战：DUAL RULERS","曾經繁盛至極的科學技術逐漸衰退，進入由名為「法力」的新興能源所推動的時代。人類創造了禁忌的生體兵器「GEAR」。  而那些誕生的GEAR，最終對人類發動了叛亂。在這場日後後被稱為「聖戰」的生存戰爭中，雖然人類勉強贏得了勝利，但付出的代價相當巨大；就算在戰爭結束後的十餘年間，人們心中的創傷依然無法痊癒。  身為人與GEAR之間誕生的孩子——辛=奇斯克，正要前往父親凱伊與母親蒂姬的婚禮。  那是被視為禁忌中的禁忌——人與GEAR之間的結合。即使世界已趨平穩，也經歷漫長歲月才得以舉行的婚禮。縱使各種情感縈繞交錯，婚禮現場依然籠罩在祝福之中。 就在此時，一位神秘的少女突然出現在眾人面前——繼承GEAR之血的宿命之子，以及憎恨GEAR的謎之少女。  兩人的邂逅，將為整個世界帶來前所未有的震盪。","Crunchyroll","Crunchyroll","","","","5.93","21K","anime_data/images/聖騎士之戰 奮戰：DUAL RULERS.jpg"
"https://static.acgsecrets.hk/img/4e/4e56bcf9fe20427951bedbad34a1f1c6/9a623499a5ea0745e01354868ef0961201af6ec0a88c1ca60bfd8a4b79dd8a3b.jpg","再見，地球 第二季","動作","冒險","奇幻","其他名稱：掰掰、地球 第二季、Bye Bye, Earth 2nd Season、Bye Bye, Earth Season 2、再见，地球 第二季","","Crunchyroll","Crunchyroll","","","","6.18","21K","anime_data/images/再見，地球 第二季.jpg"
"https://static.acgsecrets.hk/img/0e/0ecdb35bd80b13dc0df35242f4f93d26/eeb84d260c6cf83b92c04e4da6763a9ced7622b1ad537a4403f7634489e11ba6.jpg","#空帕斯 2.0","動作","","","其他名稱：#Compass 2.0: Sentou Setsuri Kaiseki System 、#コンパス2ꓸ0、#COMPASS 2.0、#Compass 2.0","在戰鬥攝理解析系統「#空帕斯2.0」的世界裡，來自各種異世界的英雄與人類夥伴共同生活在宛如夢境般的空間。  為了產生維持#空帕斯2.0營運所必需的能量，英雄與夥伴每日都為戰鬥而努力。  然而，就在這之中，有位因某些原因長期拒絕尋找夥伴和進行戰鬥的英雄——13，終於面臨即將被逐出#空帕斯2.0的危機!?  但因一場重大事件，新手玩家・塵，竟成為了他的夥伴……？  這對由問題兒與新手組成的凸凹搭檔，能否讓世界重獲和平？","","","","","","5.87","11K","anime_data/images/#空帕斯 2.0.jpg"
"https://static.acgsecrets.hk/img/a5/a5f7039933e3ced45bafd1cf77e11492/c7c03f7d8789e8849ddc0d06681bfdcfd44e94b22f8a0444edf2517354652976.jpg","推理要在晚餐後","喜劇","神秘","","其他名稱：Nazotoki wa Dinner no Ato de、The Dinner Table Detective、The After-Dinner Mysteries、推理要在晚餐后","剛任職於警視廳國立署的菜鳥刑警寶生麗子，其實是聞名全球、坐擁無數企業的「寶生集團」千金大小姐。工作時，麗子總是刻意隱瞞自己的身分──然而和她搭檔調查案件的直屬上司風祭警部，毫不掩飾自己是有錢人家的公子，實在是蠢到不行。這樣一對大少爺與千金小姐的刑警搭檔，調查命案現場時也毫不意外總是往錯誤方向推理，使得案情陷入膠著......就在麗子下班回家之後，一邊吃著晚餐一邊閒聊著今天發生的事件時，在她身旁服侍的管家影山，總會一針見血地道出破案的關鍵──","Amazon Prime Video","Amazon Prime Video","","","","6.48","28K","anime_data/images/推理要在晚餐後.jpg"
"https://static.acgsecrets.hk/img/5b/5bd97250fc4572f8c493706fe13cabfd/f41a50a791255895403cb01de3cf5a017368a4c08fd1d79de4d5f497a64b4340.jpg","Everyday Host","喜劇","","","其他名稱：Everyday HOST CLUB","","","","","","","6.72","8.0K","anime_data/images/Everyday Host.jpg"
"https://static.acgsecrets.hk/img/c5/c52991ccd03099d0eb199242622dc676/64772eb49fb15230b4afebe973917536558b05bafb84275e79f9287b57857c0d.jpg","Classic★Stars – 古典樂★之星","音樂","","","其他名稱：Classic★Stars、古典樂★之星、Classic★Stars 古典樂★之星、古典乐★之星、Classic★Stars – 古典乐★之星","在音樂、藝術、運動等各種娛樂領域中備受矚目的年輕人齊聚一堂的【私立グロリア学園】。在該校的音樂科，凡是能與偉大音樂家們的「才能（可能性）」相契合者，都會在體內移植【Gift】，並以該音樂家的名字來稱呼。  勢契機而被發現具有適合度的青年・貝多芬，也正是其中之一。轉入學園的貝多芬，與繼承不同【Gift】的夥伴相遇，在感受音樂魅力的同時，立志於比賽中奪冠──。","巴哈姆特動畫瘋","愛奇藝","巴哈姆特動畫瘋","愛奇藝","","5.65","6.0K","anime_data/images/Classic★Stars – 古典樂★之星.jpg"
"https://static.acgsecrets.hk/img/c0/c088ea9d560479ad759138da894213e8/d74ce2109b672159b29873d919ee980388ba24df0365c66b91a26b77cca2ed4e.jpg","華 Doll* -Reinterpretation of Flowering-","音樂","","","其他名稱：HANA‐Doll* -Reinterpretation of Flowering-、Hana Doll*-Reinterpretation of Flowering-、Hana-Doll*: Reinterpretation of Flowering、华 Doll* -Reinterpretation of Flowering-","前來參加試鏡的少年們。他們全都懷抱著黯然的過去而來。擁有秘密的並不只有他們。  主辦的製作公司在合格條件上，要求他們簽署一份以人生作為交換、接受在體內植入特殊「種子」以促使他們作為完美偶像「開花」的手術合約。  沒有人拒絕。  無論付出什麼代價，都要實現『夢想』——  究竟，他們的覺悟能否綻放華麗之花？","巴哈姆特動畫瘋","巴哈姆特動畫瘋","","","","5.76","4.1K","anime_data/images/華 Doll_ -Reinterpretation of Flowering-.jpg"
"https://static.acgsecrets.hk/img/36/36dd8a81ae32db3d43ca235729f7ef57/bde40532489f563398edba6765b1804648b4c0dcf72293accd8f30cce713dc14.jpg","真･武士傳 YAIBA","冒險","","","其他名稱：Shin Samurai-den YAIBA、AIBA: Samurai Legend、真･武士传 YAIBA","為了成為真正的武士，鉄 刃(くろがね やいば)一直在叢林中刻苦修行。  因緣際會之下，他回到日本，暫居於與父親・剣十郎有淵源的峰家。  雖然峰家的女兒・さやか對這個我行我素的刃感到困惑，仍開始與他共同生活。  某日，刃前往さやか的學校，與劍道的實力者・鬼丸 猛(おにまる たけし)產生命運般的邂逅。  此後，刃與鬼丸不斷發生衝突，彷彿回應兩人對力量的渴望般，古老的力量逐漸甦醒。  「雷神剣」與「風神剣」——自古以來動搖天地的魔劍，如今再度甦醒，真正的故事即將揭幕——","viu.com","巴哈姆特動畫瘋","Netflix","愛奇藝","巴哈姆特動畫瘋","7.22","38K","anime_data/images/真･武士傳 YAIBA.jpg"
"https://static.acgsecrets.hk/img/c1/c1dca95c1675a834915ddb32dcd42de2/c7c7f67aa3b10e69d1de959179b5a6d426b35129d776d9537054b8dcb2279c96.jpg","鬼人幻燈抄","動作","奇幻","","其他名稱：Kijin Gentoushou、Sword of the Demon Hunter: Kijin Gentoushou、鬼人幻灯抄","江戶時代，山間的集落・葛野，有一位被稱為「いつきひめ」的巫女。是外來者，卻擔任巫女護衛的青年甚太。在一次討伐任務中，甚太遇到了一個談論遙遠未來的神秘鬼怪——從江戶到平成。這是一部描繪持續質疑揮舞刀劍意義，穿越漫長歲月的鬼人旅程的作品。","巴哈姆特動畫瘋","Ani-One YouTube","巴哈姆特動畫瘋","Ani-One YouTube","","7.34","102K","anime_data/images/鬼人幻燈抄.jpg"
"https://static.acgsecrets.hk/img/1d/1d48e8037160886e72c0369ca7748455/c88bc293224974db4401310fed989d7dd53043aed10aa16d3d1dccbefdeeccd0.jpg","搞笑漫畫日和 GO","喜劇","","","其他名稱：増田こうすけ劇場 ギャグマンガ日和GO、Gag Manga Biyori GO、Masuda Kousuke Gekijou: Gag Manga Biyori Go、搞笑漫画日和 GO","","巴哈姆特動畫瘋","Bilibili","","","","6.07","1.7K","anime_data/images/搞笑漫畫日和 GO.jpg"
"https://static.acgsecrets.hk/img/ab/ab1fcc3ae4037f90b80192fa21759024/1d8cff295657119032492ac5476e35009e359f476ff49a7cff13a7976bc0bce4.jpg","小浣熊卡爾卡爾團","喜劇","","","其他名稱：Araiguma Calcal-dan、Raccoon Team Calcal、小浣熊卡尔卡尔团","","","","","","","6.04","1.6K","anime_data/images/小浣熊卡爾卡爾團.jpg"
"https://static.acgsecrets.hk/img/01/01e1797256a7a78696eceb20ad15de5e/df2d7eb432856820a0fabe126df7823ae5026d0212cb3b984cdb15c1434ee390.jpg","秘密的星光偶像 第二季","音樂","","","其他名稱：秘密的偶像公主 第二季、Himitsu no AiPri: Ring-hin、Secret AiPri Ring Arc","","","","","","","6.62","1.6K","anime_data/images/秘密的星光偶像 第二季.jpg"
"https://static.acgsecrets.hk/img/a9/a913717b4a561143849b6affc9d8cc74/ae638911939091c3f1d83b7a7aef545f978f4cde8412a2de106ee6efc953eff0.jpg","Miru 我的未來","機甲","","","其他名稱：未ル わたしのみらい、未到的我的未來、Miru: Watashi no Mirai、Miru: Paths to My Future、Miru 我的未来、未到的我的未来","這是一部描繪機器人與人類相遇的故事。在未來誕生、沒有武器的機器人「MIRU」，跨越時空，陪伴著各個時代的人們。「MIRU」所遇見的，是活在不同時代、不同地點，  雖然苦惱卻仍然努力活下去的人們。人們透過與「MIRU」的相遇而邁出小小的一步。而這一步，就如同「蝴蝶效應」一般，帶來巨大的變化，並成為邁向重生的開端。","","","","","","5.21","4.8K","anime_data/images/Miru 我的未來.jpg"
"https://static.acgsecrets.hk/img/27/27b720d67749a0f72d4b870e950cb350/ff7b7424a73fbc2e86dcca0a6f6869b54dd4d9d464fd257118ab1dfb43357788.jpg","正能量企鵝","","","","其他名稱：Koupen Chan、Koupen-chan、正能量企鹅","","","","","","","7.41","5.1K","anime_data/images/正能量企鵝.jpg"
"https://static.acgsecrets.hk/img/51/517fee2ce7d8d53206557dcf9296457b/7ee1ee1caa344f80429803edf4847265639e116e566cc219d21ff74b38aefc32.jpg","怪獸世界征服","日常","","","其他名稱：Kaijyu Sekai Seifuku、怪兽世界征服","","","","","","","","995","anime_data/images/怪獸世界征服.jpg"
"https://static.acgsecrets.hk/img/39/39ef471e3a0c75847885267c9801978c/0413e2fdcc53b9cb63a2522955d2496ee271101b991ea7b491dd759f4dbbeddc.jpg","全力兔 第2季","喜劇","","","其他名稱：全力兔子 第2季、Zenryoku Usagi 2nd Season、Zenryoku Rabbits 2nd Season","","巴哈姆特動畫瘋","巴哈姆特動畫瘋","","","","","236","anime_data/images/全力兔 第2季.jpg"
"https://static.acgsecrets.hk/img/0f/0fbb27bf3576bfd8842bafdad1b6e38c/e33bdccebdfa8f7a6664e85db0fc3d0b22d60be768768c23c29aa653715bd6a3.jpg","SHIBUYA♡HACHI 第三季度","喜劇","","","其他名稱：澀谷♡阿八 第三季度、Shibuya♡Hachi Part 3、SHIBUYA♡HACHI 2nd Season、涩谷♡阿八","","","","","","","","381","anime_data/images/SHIBUYA♡HACHI 第三季度.jpg"
"https://static.acgsecrets.hk/img/9a/9a5c4c53f9759e9056b96887548dc1bd/17bce11c228210ab63c0e4a55cf65a37d53b2a4aadc740e25b21baa567898e73.jpg","嗚莓貓貓","","","","其他名稱：NMENEKO、Nmeneko、呜莓猫猫","","","","","","","","664","anime_data/images/嗚莓貓貓.jpg"
