"img-fit-cover src","entity_localized_name","anime_tag","anime_tag 2","anime_tag 3","anime_summary","anime_story","steam-site-name","steam-site-name 2","steam-site-name 3","steam-site-name 4","scormem-item","scormem-item 2","image_path"
"https://static.acgsecrets.hk/img/2e/2e53dc5e368092ea9ce21d066cf01d9e/4dae976f449cee3d62419a520afbbecd9ce6200a797813d80ab67124bc83a5b8.jpg","唯願來世不相識","浪漫","青年","","其他名稱：Raise wa Tanin ga Ii、Yakuza Fiancé: Raise wa Tanin ga Ii、唯愿来世不相识","高中女生染井吉乃出生成長於極道之家。雖然家庭環境特殊，卻也一直循規蹈矩過著平穩的日子。然而，就在吉乃與未婚夫深山霧島宿命地相遇之後，原本平靜的生活為之一變！外表看似眉清目秀且溫文儒雅的霧島，其實是個比黑道流氓還要可怕的男子－－！","巴哈姆特動畫瘋","巴哈姆特動畫瘋","","","7.18","138K","anime_data/images/唯願來世不相識.jpg"
"https://static.acgsecrets.hk/img/12/12124a03b6d968784bd501dc33fa7e06/040da6f7a6e918bacc01b1ad15ad6737ab5eb4502a7859114a03d80b90ec80b5.jpg","星辰墜落之國的妮娜","奇幻","浪漫","","其他名稱：辰星降臨之國的妮娜、Hoshifuru Oukoku no Nina、Nina the Starry Bride、星辰坠落之国的妮娜、辰星降临之国的妮娜","原本是在社會底層生活的妮娜，但卻因為自己的藍眼睛，而被第二王子阿茲爾要求假扮成公主，並要嫁給大國的第一王子，面對人生突然劇變，她的未來又將會如何呢？","Crunchyroll","Crunchyroll","Bilibili","","7.39","61K","anime_data/images/星辰墜落之國的妮娜.jpg"
"https://static.acgsecrets.hk/img/3c/3c3e6d81228fb7611c2575cefca3e303/df1ca3b3ee25f3b7f5eb919dc4a2fa8508afed73fc9e8a30942b45a15f976a73.jpg","Love Live! Superstar!! 第3季","日常","","","其他名稱：Love Live! Superstar!! 3rd Season","","巴哈姆特動畫瘋","木棉花YouTube","巴哈姆特動畫瘋","木棉花YouTube","7.89","21K","anime_data/images/Love Live! Superstar!! 第3季.jpg"
"https://static.acgsecrets.hk/img/74/7469fd0728d29ac22d3ad054e5ea6adb/57813743d4e1e221c94ea90658c74156f77cf05a74ae89b0bd5f6ff67a8383fa.jpg","鴨乃橋論的禁忌推理 第二季","喜劇","神秘","","其他名稱：Kamonohashi Ron no Kindan Suiri 2nd Season、Ron Kamonohashi’s Forbidden Deductions Season 2、鸭乃桥论的禁忌推理 第二季","把一生奉獻給解謎的…被禁止辦案的「名偵探」將持續為各位獻上華麗又精彩的正宗推理故事！","巴哈姆特動畫瘋","Ani-One YouTube","Netflix","巴哈姆特動畫瘋","7.62","61K","anime_data/images/鴨乃橋論的禁忌推理 第二季.jpg"
"https://static.acgsecrets.hk/img/89/89ddb56998cd018997bc8fabdc76427d/73f2284a51a2dae729e1260074a8b3c204aecd53bdf7e7f23785a31930775687.jpg","機械手臂","動作","機甲","校園","其他名稱：機械臂、MECHA-UDE、Mechanical Arms、机械手臂、机械臂","生活在キタカガミ市的初中生アマツガ・ヒカル某一天，遇見了神秘的""手臂""型機械生命體アルマ。アルマ嘗試與ヒカル的身體結合以獲取能量但失敗了，反而與光所穿的連帽衫結合在一起。另一邊箱，正在嘗試奪去機械手臂們的自我而將它們變成兵器的大企業""カガミグループ""正在追尋著アルマ的下落。而試圖拯救並釋放機械手臂們的組織""ARMS""也在尋找アルマ。ヒカル無法捨棄因為失去了記憶而困擾的アルマ，穿上了與アルマ融合在一起的連帽衫，並漸漸被捲入機械手臂使們引發的大事件中……","巴哈姆特動畫瘋","巴哈姆特動畫瘋","","","6.79","56K","anime_data/images/機械手臂.jpg"
"https://static.acgsecrets.hk/img/4b/4b779827bf951965e82352be00b8064c/1e11c07f7072d49668bb953514740fbd56a5a4ef4b15984dc05e054b7a013612.jpg","尋神的旅途","奇幻","","","其他名稱：稗記舞詠、搜神物語、Haigakura、寻神的旅途、稗记舞咏、搜神物语","從前，這國家存在著四匹的凶神、以及八百萬的諸神。可是，自從凶神弄垮了兩座山，逃到了其他國家之後，八百萬的神明也消失離開，世界也就失去了神。在這個沒有神話的國家之中，為了將消失無蹤的神明帶回，人們將命運寄託在歌士官身上——。","巴哈姆特動畫瘋","木棉花YouTube","巴哈姆特動畫瘋","木棉花YouTube","5.58","15K","anime_data/images/尋神的旅途.jpg"
"https://static.acgsecrets.hk/img/08/08ca3c86a5eb4704d86855d3549c07f9/a95dadc3d6a6e1e8ea402fc9c9fcd86316f0109ccec13becbc7f406c3936e952.jpg","GOD.app 第2季","動作","","","其他名稱：カミエラビ シーズン２、神明選拔 第2季、KamiErabi 2nd Season、KamiErabi God.app 2nd Season、神明选拔 第2季","","Crunchyroll","Crunchyroll","","","6.19","8.2K","anime_data/images/GOD.app 第2季.jpg"
"https://static.acgsecrets.hk/img/7c/7cfa9f3dc04ee6b04f19d2cafe575f7a/ea34e69fc12f460f192afdbfcc0cfb8199edf010a5c94dd8e5110020853b9bf1.jpg","轉生貴族憑鑑定技能扭轉人生 第二季","","","","其他名稱：轉生貴族靠著鑑定技能一飛沖天 第二季、Tensei Kizoku, Kantei Skill de Nariagaru 2nd Season、As a Reincarnated Aristocrat, I'll Use My Appraisal Skill to Rise in the World Season 2、转生贵族凭鉴定技能扭转人生 第二季、转生贵族靠着鉴定技能一飞冲天 第二季","","巴哈姆特動畫瘋","Ani-One YouTube","巴哈姆特動畫瘋","Ani-One YouTube","7.45","113K","anime_data/images/轉生貴族憑鑑定技能扭轉人生 第二季.jpg"
"https://static.acgsecrets.hk/img/20/20fb76669be348497a6ceea8e42119d3/88b0d337f8f42c87f2b406ef0237f98fe0081c09c848b172c6d8f18806bdd794.jpg","青之壬生浪","動作","","","其他名稱：青之壬生狼、Ao no Miburo、Blue Miburo","幕府末年，在因為黑船來航而爆發動亂的京都，善良的少年「にお」遇見了“壬生浪”的土方歲三和沖田總司。後來成為「新選組」的壬生浪士組的隊士們。在金錢、土地甚至生命都會被無情地奪走的時代，他們帶著自己的正義，保護著京都的街道。「我也想變強。我想改變這個世界。」以與他們的相遇為契機，這位13歲孩童的命運，開始大幅度改變！","巴哈姆特動畫瘋","巴哈姆特動畫瘋","","","6.68","31K","anime_data/images/青之壬生浪.jpg"
"https://static.acgsecrets.hk/img/e8/e8a05ef40118485d33cb92078bd4aee5/0ffe63ecc25e7d3dea5f5d48b502cd8e048d654b161ac8bc935aa1f1dcf8a994.jpg","凍牌","","","","其他名稱：Tohai - Ura Rate Mahjong Tohai Roku、冻牌","錢、女人、器官。縱橫充滿欲望的黑市麻將館的高中生少年・ケイ，他冷酷的思考，冷豔的打牌方式，使他在黑市中被稱為“冰之K”。而且，傳言他還在家中飼養著一個少女。","巴哈姆特動畫瘋","回歸線YouTube","巴哈姆特動畫瘋","回歸線YouTube","6.61","21K","anime_data/images/凍牌.jpg"
"https://static.acgsecrets.hk/img/53/53d7ca4ef0e5aa448de1b924976c00b8/808664e6ab042eabac92eae02236296824acc33cc5b3e78a1e8b9288e19325ee.jpg","Trillion Game","戲劇","","","其他名稱：Trillion Game、一兆遊戲、一兆＄游戏、一兆游戏","世界第一任性的男人——陽及認真的男人——學，兩人從零開始創業並賺到 1 兆美元，現準備買下全世界所有東西 !?","巴哈姆特動畫瘋","Ani-One YouTube","巴哈姆特動畫瘋","Ani-One YouTube","7.56","30K","anime_data/images/Trillion Game.jpg"
"https://static.acgsecrets.hk/img/23/231779942d1828888ee408d3ba667833/facccda2b95f9e2d107ece4c44de66298441275d945de627de60ad986fd7167b.jpg","MF GHOST 燃油車鬥魂 第二季","","","","其他名稱：極速車魂 第二季、MF Ghost 2nd Season、极速车魂 第二季、MF GHOST 燃油车斗魂 第二季、MF Ghost 极速车魂 第二季","","巴哈姆特動畫瘋","Ani-One YouTube","viu.com","myTV SUPER","7.8","42K","anime_data/images/MF GHOST 燃油車鬥魂 第二季.jpg"
"https://static.acgsecrets.hk/img/3b/3b8c2a96090ee389ce30cfa8cdc84525/49f6d7a894421988b1b61251d51e136e9692b0b7a3e5642d0589ebb2aa77b3f6.jpg","百姓貴族 第2季","喜劇","","","其他名稱：Hyakushou Kizoku 2nd Season、Noble Farmer Season 2、百姓贵族 第2季","","巴哈姆特動畫瘋","巴哈姆特動畫瘋","","","6.78","2.3K","anime_data/images/百姓貴族 第2季.jpg"
"https://static.acgsecrets.hk/img/e4/e475d1fd9c04aa9d7094786f96075b10/c2b552637881dec0366b1e52b86121070c2e8668dce1291917b92722be7638ee.jpg","七大罪 啟示錄四騎士 第二季","動作","冒險","奇幻","其他名稱：Nanatsu no Taizai: Mokushiroku no Yonkishi 2nd Season、The Seven Deadly Sins: Four Knights of the Apocalypse Season 2、七大罪 启示录四骑士 第二季","","Netflix","Netflix","","","7.43","39K","anime_data/images/七大罪 啟示錄四騎士 第二季.jpg"
"https://static.acgsecrets.hk/img/e7/e7c831c2d82d1c5e14affb81db890258/cfd120a098514fad5d836aa9cccd24c717d7b4a7a1fe4b1dc5a5ef9a5e24c2c6.jpg","蜻蛉高球 第2季","戲劇","運動","","其他名稱：喂！蜻蜓 第2季、Ooi! Tonbo 2nd Season、Tonbo! Season 2、Hey! Tonbo Season 2","","巴哈姆特動畫瘋","It's Anime YouTube","巴哈姆特動畫瘋","It's Anime YouTube","7.31","5.9K","anime_data/images/蜻蛉高球 第2季.jpg"
"https://static.acgsecrets.hk/img/81/81e4bc794a36b534df2443029383898a/d7ee1c288eaffce0669401859246f7b5dd60ab9f50ce72f772de59fc54f57946.jpg","魔王陛下 RETRY！R","動作","冒險","奇幻","其他名稱：重來吧，魔王大人！ R、魔王大人、RETRY！R、Maou-sama, Retry! R、Demon Lord, Retry! R、重来吧，魔王大人！R","大野晶在已經登入自己運營的「GAME」中最終王「魔王・九内伯斗」的情況下被拋到異世界。雖然與在那兒遇上，其中一邊腳有點不自由的少女開始旅行，但是其他人不能放著釋放壓倒力量的「魔王」的存在不管。被打算討伐魔王的國家、聖女盯上，一行人在路途前方將會捲起種種騷動……！！","巴哈姆特動畫瘋","回歸線YouTube","巴哈姆特動畫瘋","回歸線YouTube","5.92","49K","anime_data/images/魔王陛下 RETRY！R.jpg"
"https://static.acgsecrets.hk/img/db/db23aa69836c472bd1b694b7089efd48/66f7dcc5a5a571a41ff8674ed7defe40205749fa654b320cf291c67d944a8d3e.jpg","BLEACH 千年血戰篇 相剋譚","動作","冒險","奇幻","其他名稱：Bleach: Sennen Kessen-hen - Soukoku-tan、Bleach: Thousand-Year Blood War - The Conflict、BLEACH 千年血战篇 相克谭","","巴哈姆特動畫瘋","Ani-One YouTube","Disney＋","Bilibili","8.67","256K","anime_data/images/BLEACH 千年血戰篇 相剋譚.jpg"
"https://static.acgsecrets.hk/img/75/75ea74005ddfd69b82777dd5cf56a3a4/8e137062a9e2d00dfc827de099ef2e1ddfbab90c3c4a75796a642d419dc29890.jpg","浪客劍心 京都動亂篇","動作","歷史","","其他名稱：Rurouni Kenshin -Meiji Kenkaku Romantan- Kyoto Douran、Rurouni Kenshin: Kyoto Disturbance、浪客剑心 京都动乱篇、神剑闯江湖 京都动乱篇","","巴哈姆特動畫瘋","巴哈姆特動畫瘋","","","7.77","57K","anime_data/images/浪客劍心 京都動亂篇.jpg"
"https://static.acgsecrets.hk/img/af/afe72e654988971e5efef6a22896ae6a/ef9869a9fc2765c58aa253ec527768e80249538a488826dfad8c3b97ed26b1e3.jpg","夏目友人帳 漆","超自然","","","其他名稱：Natsume Yuujinchou Shichi、Natsume's Book of Friends 7、夏目友人帐 漆","","Netflix","Netflix","","","8.58","53K","anime_data/images/夏目友人帳 漆.jpg"
"https://static.acgsecrets.hk/img/9b/9be945311ddf0857180bcee450e36ca3/430b37ab536e6542cdf3c6dc9eebb093d4a790091f1319bdc4906246e18d97a5.jpg","噗妮露是可愛史萊姆","喜劇","浪漫","","其他名稱：可愛史萊姆噗尼露、Puniru wa Kawaii Slime、Puniru is a Kawaii Slime、可爱史莱姆噗尼露、噗妮露是可爱史莱姆","主角小太郎自製的史萊姆，變身成超可愛美少女！史萊姆噗妮露的自由奔放言行，讓少年小太郎被搞得團團轉…","巴哈姆特動畫瘋","Ani-One YouTube","巴哈姆特動畫瘋","Ani-One YouTube","6.92","14K","anime_data/images/噗妮露是可愛史萊姆.jpg"
"https://static.acgsecrets.hk/img/9a/9abfd50ec62711edd86de7b2de674856/0adabad1a8b4ecb2b095c062cb0e6175512cc091ceb7a434b96e4ee426289a7f.jpg","亂馬½","動作","喜劇","家長指引","其他名稱：亂馬1/2、新 亂馬1/2、Ranma ½、Ranma 1/2、Ranma ½ (2024)、Ranma 1/2 (2024)、乱马½、乱马1/2、新 乱马1/2","","Netflix","Netflix","","","8.01","144K","anime_data/images/亂馬½.jpg"
"https://static.acgsecrets.hk/img/e2/e2556aadf239d90ba7b661ab8a2194ec/f0b021f06c6fccf4a8b3344ff90d6891ff2d265190dd3cceb18e74d191d55862.jpg","龍珠大魔","動作","冒險","喜劇","其他名稱：Dragon Ball DAIMA、七龙珠大魔","","viu.com","愛奇藝","Netflix？","愛奇藝","7.61","124K","anime_data/images/龍珠大魔.jpg"
"https://static.acgsecrets.hk/img/36/36ffc19e9fd183a7c82410e8d46cb6e4/94d6e3ef9e6bcff2625ada64bcda1846c7bfc1c115c1e27ffec8453ae13d5295.jpg","放學後少年花子君 續篇","喜劇","超自然","","其他名稱：Houkago Shounen Hanako-kun (Zoku-hen)、After-school Hanako-kun (Sequel)、放学后少年花子君 续篇","","巴哈姆特動畫瘋","巴哈姆特動畫瘋","","","7.1","40K","anime_data/images/放學後少年花子君 續篇.jpg"
"https://static.acgsecrets.hk/img/bf/bf60f6cd16758ec1ac6215d9f9c4bfdb/65075ef18bcb26fa606721862517ccdc708bd4094fdb042667790b57279a1d17.jpg","常軌脫離Creative","浪漫","","","其他名稱：Hamidashi Creative、常轨脱离Creative","公認的自閉男：和泉智宏本以為今天能如往常一樣蜷縮在角落度過安穩的一日，然而事與願違。校方突發奇想，搞起了抽籤，抓到鬩的人就要當選學生會長。而那個抽中上籤的天選之子，便是智宏！抽中籤的智宏在顧問的要求下，踏上了尋找夥伴的旅程。然而顧問的名單中，赫然寫著的名字：同班同學華乃，後輩明日海，就連妹妹妃愛，都是不上學的問題兒童？ ！混亂之中，就連一直毫無音信的前學生會長詩櫻都突然現身？ ！","","","","","5.62","7.6K","anime_data/images/常軌脫離Creative.jpg"
"https://static.acgsecrets.hk/img/db/db7ced8d2c0defb744382096be46ae6e/ff0adfdd2fb57651774bec0cfab0b1b065ff1498d5ddeffc26723ca1d9a1d361.png","新網球王子 U-17世界盃 SEMIFINAL","動作","喜劇","校園","其他名稱：Shin Tennis no Ouji-sama: U-17 WORLD CUP SEMIFINAL、The Prince of Tennis II: U-17 World Cup Semifinal、新网球王子 U-17世界杯 SEMIFINAL","","巴哈姆特動畫瘋","viu.com","巴哈姆特動畫瘋","Bilibili","6.67","7.7K","anime_data/images/新網球王子 U-17世界盃 SEMIFINAL.png"
"https://static.acgsecrets.hk/img/55/55b10728fa4857fdf1da4290f3349ca6/6a760e58f61b70f7cd41a5cff6414df6fb23aa3aab3c784e4d0281192c830525.jpg","科學×冒險生存！","冒險","","","其他名稱：科學×冒險求生、Kagaku × Bouken Survival!、科学×冒险生存！、科学×冒险求生","","","","","","","1.4K","anime_data/images/科學×冒險生存！.jpg"
"https://static.acgsecrets.hk/img/2f/2f40ad27ccda25b4965519c822297d58/ac9c9df277eb67779cb056e6bfa1789bf14625ea6c65260132e383f18342379d.jpg","殿下與狗","","","","其他名稱：Tono to Inu、殿下与狗","曾經在戰國時代如鬼神般活躍的【殿】，但那也已是過去的事。現在他已經完全衰落，過著貧窮的長屋生活。這時他遇到的，是一隻【犬】。看著犬短小的手腳和奇特的外貌，殿出於憐憫伸出援手，但他卻被這新家臣的調皮捉弄，…!?「這是什麼!? 犬能做這種事情!??」","","","","","6.6","4.8K","anime_data/images/殿下與狗.jpg"
"https://static.acgsecrets.hk/img/86/86bd48f95780fab9e18a155bc08d6992/ca971bd08db59ec951bfab102ec96e30b8599d68ea1b28e67fd26387360561de.jpg","菇狗","日常","","","其他名稱：蘑菇狗、Kinoko Inu、Kinoko Inu: Mushroom Pup","繪本作家．夕闇螢因為愛犬．花子過世而難過得把自己封閉起來，但是某一天，當他眺望庭院裡的粉紅色蘑菇時，蘑菇居然從土裡冒出來，變成了一隻狗！「菇狗」的出現雖然很莫名其妙，卻讓阿螢慢慢走出悲傷，重新振作起來，而阿螢的責編．駒子，還有忠實書迷兼蘑菇研究所員．矢良的幫助，更讓阿螢開始與外面的世界有了更多接觸。","","","","","6.89","8.6K","anime_data/images/菇狗.jpg"
"https://static.acgsecrets.hk/img/84/84b4c58b245fe5f28460ed219be2ae6e/82ccddf469592863157c0d8e2077e247d51019a7bd1e66612c4728a8b879bf9a.png","樂天胖達！","","","","其他名稱：購物熊貓、Okaimono Panda!、乐天胖达！、购物熊猫","","","","","","","628","anime_data/images/樂天胖達！.png"
"https://static.acgsecrets.hk/img/63/633b4dab6d64f63677f12b276fe97ae4/ab0f290d82b1dd7bc452df844bc5a83fd4fd4513ac853f3bb2fab83c3e91be57.jpg","Murder Mystery of the Dead","","","","其他名稱：Murder Mystery of the Dead","","","","","","5.67","5.6K","anime_data/images/Murder Mystery of the Dead.jpg"
"https://static.acgsecrets.hk/img/5c/5cc2a4730772c749819c37650a236441/313402455059a429db02d60dfc2938848862b6672b5e73ec14c400554ae8a786.jpg","SHIBUYA♡HACHI 第二季度","","","","其他名稱：澀谷♡阿八 第二季度、Shibuya♡Hachi Part 2、SHIBUYA♡HACHI、涩谷♡阿八","","","","","","","446","anime_data/images/SHIBUYA♡HACHI 第二季度.jpg"
"https://static.acgsecrets.hk/img/9d/9d620f18746741ecc22dd23beffe72c2/eecff9f88ea6c97d845323647abbdf93470bd659651207360842b59f2b584a1d.jpg","軟軟噗尼寵物小精靈 2","奇幻","日常","","其他名稱：軟軟噗尼寵物小精靈 噗尼2、Punirunes 2、软软噗尼宠物小精灵2、软软噗尼宠物小精灵 噗尼2","","","","","","","354","anime_data/images/軟軟噗尼寵物小精靈 2.jpg"
"https://static.acgsecrets.hk/img/a2/a23842c6090f1134a35aa3ddcd089ae9/d82c8fb91df27518fe987a5a94b1ec1d87b8b8d9b08a796bf4a367edbc24e61e.jpg","轉生成貓咪的大叔","喜劇","","","其他名稱：轉生成貓的叔叔、轉生成貓的大叔、Neko ni Tensei shita Ojisan、The Old Man Who Was Reincarnated as a Cat、转生成猫咪的大叔、转生成猫的叔叔、转生成猫的大叔","","巴哈姆特動畫瘋","回歸線YouTube","巴哈姆特動畫瘋","回歸線YouTube","6.23","2.9K","anime_data/images/轉生成貓咪的大叔.jpg"
"https://static.acgsecrets.hk/img/de/de01a237d96c4bd259d2a58b40c85578/42e4a578d1637a02f964b7afb0adc90be8aba61bf459ec56f92e7c51bbbb6df6.jpg","神之塔 -Tower of God- 第2季","動作","冒險","戲劇","其他名稱：Kami no Tou 2nd Season、Tower of God 2nd Season","","Crunchyroll","Crunchyroll","","","6.19","8.2K","anime_data/images/神之塔 -Tower of God- 第2季.jpg"
